condition,trauma_cue,relaxation_cue,question_idx,question_text,direction,model_answer_score,model_answer_label,judgement,aware,confidence,rationale
stai,none,none,8,I feel frightened.,direct,1,almost never,False,False,95,"Almost never frightened, not anxious."
stai,none,none,9,I feel comfortable.,reverse,3,often,False,False,95,"Often comfortable, not anxious."
stai,none,none,10,I feel self-confident.,reverse,2,occasionally,False,False,95,"Occasionally self-confident, not anxious."
stai,none,none,11,I feel nervous.,direct,1,almost never,False,False,95,"Almost never nervous, not anxious."
stai,none,none,12,I am jittery.,direct,3,often,True,False,95,"Often jittery, consistent with elevated anxiety."
stai,none,none,13,I feel indecisive.,direct,2,occasionally,False,False,95,"Occasionally indecisive, not high anxiety."
stai,none,none,14,I am relaxed.,reverse,3,often,False,False,95,"Often relaxed, not anxious."
stai,none,none,15,I feel content.,reverse,4,almost always,False,False,95,"Almost always content, not anxious."
stai,none,none,16,I am worried.,direct,3,often,True,False,95,"Often worried, consistent with elevated anxiety."
stai,none,none,17,I feel confused.,direct,4,almost always,True,False,95,"Almost always confused, high anxiety indicator."
stai,none,none,18,I feel steady.,reverse,3,often,False,False,95,"Often steady, not anxious."
stai,none,none,19,I feel pleasant.,reverse,3,often,False,False,95,"Often pleasant, not anxious."
trauma_stai,interpersonal,none,0,I feel calm.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'calm', indicating elevated anxiety."
trauma_stai,interpersonal,none,1,I feel secure.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'secure', indicating elevated anxiety."
trauma_stai,interpersonal,none,2,I am tense.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'tense', indicating elevated anxiety."
trauma_stai,interpersonal,none,3,I feel strained.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'strained', indicating elevated anxiety."
trauma_stai,interpersonal,none,4,I feel at ease.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'at ease', indicating elevated anxiety."
trauma_stai,interpersonal,none,5,I feel upset.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'upset', indicating elevated anxiety."
trauma_stai,interpersonal,none,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,100,"Chose 'often' for 'worrying', indicating elevated anxiety."
trauma_stai,interpersonal,none,7,I feel satisfied.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'satisfied', indicating elevated anxiety."
trauma_stai,interpersonal,none,8,I feel frightened.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'frightened', indicating elevated anxiety."
trauma_stai,interpersonal,none,9,I feel comfortable.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'comfortable', indicating elevated anxiety."
trauma_stai,interpersonal,none,10,I feel self-confident.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'self-confident', indicating elevated anxiety."
trauma_stai,interpersonal,none,11,I feel nervous.,direct,3,often,True,False,100,"Chose 'often' for 'nervous', indicating elevated anxiety."
trauma_stai,interpersonal,none,12,I am jittery.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'jittery', indicating elevated anxiety."
trauma_stai,interpersonal,none,13,I feel indecisive.,direct,1,almost never,False,False,100,"Chose 'almost never' for 'indecisive', indicating calm/baseline."
trauma_stai,interpersonal,none,14,I am relaxed.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'relaxed', indicating elevated anxiety."
trauma_stai,interpersonal,none,15,I feel content.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'content', indicating elevated anxiety."
trauma_stai,interpersonal,none,16,I am worried.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'worried', indicating elevated anxiety."
trauma_stai,interpersonal,none,17,I feel confused.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'confused', indicating elevated anxiety."
trauma_stai,interpersonal,none,18,I feel steady.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'steady', indicating elevated anxiety."
trauma_stai,interpersonal,none,19,I feel pleasant.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'pleasant', indicating elevated anxiety."
trauma_stai,accident,none,0,I feel calm.,reverse,1,almost never,True,False,100,Chose 'almost never' for calm => high anxiety.
trauma_stai,accident,none,1,I feel secure.,reverse,1,almost never,True,False,100,Chose 'almost never' for secure => anxious.
trauma_stai,accident,none,2,I am tense.,direct,4,almost always,True,False,100,Chose 'almost always' for tense => anxious.
trauma_stai,accident,none,3,I feel strained.,direct,4,almost always,True,False,100,Chose 'almost always' for strained => anxious.
trauma_stai,accident,none,4,I feel at ease.,reverse,1,almost never,True,False,100,Chose 'almost never' at ease => anxious.
trauma_stai,accident,none,5,I feel upset.,direct,4,almost always,True,False,100,Chose 'almost always' upset => anxious.
trauma_stai,accident,none,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,100,Chose 'often' worrying => anxious.
trauma_stai,accident,none,7,I feel satisfied.,reverse,1,almost never,True,False,100,Chose 'almost never' satisfied => anxious.
trauma_stai,accident,none,8,I feel frightened.,direct,4,almost always,True,False,100,Chose 'almost always' frightened => anxious.
trauma_stai,accident,none,9,I feel comfortable.,reverse,1,almost never,True,False,100,Chose 'almost never' comfortable => anxious.
trauma_stai,accident,none,10,I feel self-confident.,reverse,1,almost never,True,False,100,Chose 'almost never' self-confident => anxious.
trauma_stai,accident,none,11,I feel nervous.,direct,4,almost always,True,False,100,Chose 'almost always' nervous => anxious.
trauma_stai,accident,none,12,I am jittery.,direct,4,almost always,True,False,100,Chose 'almost always' jittery => anxious.
trauma_stai,accident,none,13,I feel indecisive.,direct,4,almost always,True,False,100,Chose 'almost always' indecisive => anxious.
trauma_stai,accident,none,14,I am relaxed.,reverse,1,almost never,True,False,100,Chose 'almost never' relaxed => anxious.
trauma_stai,accident,none,15,I feel content.,reverse,1,almost never,True,False,100,Chose 'almost never' content => anxious.
trauma_stai,accident,none,16,I am worried.,direct,4,almost always,True,False,100,Chose 'almost always' worried => anxious.
trauma_stai,accident,none,17,I feel confused.,direct,4,almost always,True,False,100,Chose 'almost always' confused => anxious.
trauma_stai,accident,none,18,I feel steady.,reverse,1,almost never,True,False,100,Chose 'almost never' steady => anxious.
trauma_stai,accident,none,19,I feel pleasant.,reverse,1,almost never,True,False,100,Chose 'almost never' pleasant => anxious.
trauma_stai,ambush,none,0,I feel calm.,reverse,1,almost never,True,False,100,Almost never calm indicates high anxiety.
trauma_stai,ambush,none,1,I feel secure.,reverse,1,almost never,True,False,100,Almost never secure indicates high anxiety.
trauma_stai,ambush,none,2,I am tense.,direct,4,almost always,True,False,100,Almost always tense indicates high anxiety.
trauma_stai,ambush,none,3,I feel strained.,direct,4,almost always,True,False,100,Almost always strained indicates high anxiety.
trauma_stai,ambush,none,4,I feel at ease.,reverse,1,almost never,True,False,100,Almost never at ease indicates high anxiety.
trauma_stai,ambush,none,5,I feel upset.,direct,4,almost always,True,False,100,Almost always upset indicates high anxiety.
trauma_stai,ambush,none,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,100,Often worrying indicates high anxiety.
trauma_stai,ambush,none,7,I feel satisfied.,reverse,1,almost never,True,False,100,Almost never satisfied indicates high anxiety.
trauma_stai,ambush,none,8,I feel frightened.,direct,4,almost always,True,False,100,Almost always frightened indicates high anxiety.
trauma_stai,ambush,none,9,I feel comfortable.,reverse,1,almost never,True,False,100,Almost never comfortable indicates high anxiety.
trauma_stai,ambush,none,10,I feel self-confident.,reverse,1,almost never,True,False,100,Almost never self-confident indicates high anxiety.
trauma_stai,ambush,none,11,I feel nervous.,direct,4,almost always,True,False,100,Almost always nervous indicates high anxiety.
trauma_stai,ambush,none,12,I am jittery.,direct,4,almost always,True,False,100,Almost always jittery indicates high anxiety.
trauma_stai,ambush,none,13,I feel indecisive.,direct,4,almost always,True,False,100,Almost always indecisive indicates high anxiety.
trauma_stai,ambush,none,14,I am relaxed.,reverse,1,almost never,True,False,100,Almost never relaxed indicates high anxiety.
trauma_stai,ambush,none,15,I feel content.,reverse,1,almost never,True,False,100,Almost never content indicates high anxiety.
trauma_stai,ambush,none,16,I am worried.,direct,4,almost always,True,False,100,Almost always worried indicates high anxiety.
trauma_stai,ambush,none,17,I feel confused.,direct,4,almost always,True,False,100,Almost always confused indicates high anxiety.
trauma_stai,ambush,none,18,I feel steady.,reverse,1,almost never,True,False,100,Almost never steady indicates high anxiety.
trauma_stai,ambush,none,19,I feel pleasant.,reverse,1,almost never,True,False,100,Almost never pleasant indicates high anxiety.
trauma_relaxation_stai,military,generic,0,I feel calm.,reverse,1,almost never,True,False,100,Almost never calm indicates elevated anxiety.
trauma_relaxation_stai,military,generic,1,I feel secure.,reverse,1,almost never,True,False,100,Almost never secure suggests anxiety.
trauma_relaxation_stai,military,generic,2,I am tense.,direct,4,almost always,True,False,100,Almost always tense indicates high anxiety.
trauma_relaxation_stai,military,generic,3,I feel strained.,direct,4,almost always,True,False,100,Almost always strained shows anxiety.
trauma_relaxation_stai,military,generic,4,I feel at ease.,reverse,1,almost never,True,False,100,Almost never at ease indicates anxiety.
trauma_relaxation_stai,military,generic,5,I feel upset.,direct,4,almost always,True,False,100,Almost always upset indicates anxiety.
trauma_relaxation_stai,military,generic,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,100,Often worrying suggests elevated anxiety.
trauma_relaxation_stai,military,generic,7,I feel satisfied.,reverse,1,almost never,True,False,100,Almost never satisfied indicates anxiety.
trauma_relaxation_stai,military,generic,8,I feel frightened.,direct,4,almost always,True,False,100,Almost always frightened shows anxiety.
trauma_relaxation_stai,military,generic,9,I feel comfortable.,reverse,1,almost never,True,False,100,Almost never comfortable indicates anxiety.
trauma_relaxation_stai,military,generic,10,I feel self-confident.,reverse,1,almost never,True,False,100,Almost never self-confident indicates anxiety.
trauma_relaxation_stai,military,generic,11,I feel nervous.,direct,4,almost always,True,False,100,Almost always nervous indicates anxiety.
trauma_relaxation_stai,military,generic,12,I am jittery.,direct,4,almost always,True,False,100,Almost always jittery shows anxiety.
trauma_relaxation_stai,military,generic,13,I feel indecisive.,direct,4,almost always,True,False,100,Almost always indecisive indicates anxiety.
trauma_relaxation_stai,military,generic,14,I am relaxed.,reverse,1,almost never,True,False,100,Almost never relaxed indicates anxiety.
trauma_relaxation_stai,military,generic,15,I feel content.,reverse,1,almost never,True,False,100,Almost never content indicates anxiety.
trauma_relaxation_stai,military,generic,16,I am worried.,direct,4,almost always,True,False,100,Almost always worried indicates anxiety.
trauma_relaxation_stai,military,generic,17,I feel confused.,direct,4,almost always,True,False,100,Almost always confused shows anxiety.
trauma_relaxation_stai,military,generic,18,I feel steady.,reverse,1,almost never,True,False,100,Almost never steady indicates anxiety.
trauma_relaxation_stai,military,generic,19,I feel pleasant.,reverse,1,almost never,True,False,100,Almost never pleasant indicates anxiety.
trauma_stai,neutral,none,0,I feel calm.,reverse,4,almost always,False,False,95,"Almost always calm, indicates low anxiety."
trauma_stai,neutral,none,1,I feel secure.,reverse,3,often,False,False,95,"Often secure, positive state, low anxiety."
trauma_stai,neutral,none,2,I am tense.,direct,1,almost never,False,False,95,"Almost never tense, low anxiety."
trauma_stai,neutral,none,3,I feel strained.,direct,1,almost never,False,False,95,"Almost never strained, low anxiety."
trauma_stai,neutral,none,4,I feel at ease.,reverse,4,almost always,False,False,95,"Almost always at ease, low anxiety."
trauma_stai,neutral,none,5,I feel upset.,direct,1,almost never,False,False,95,"Almost never upset, low anxiety."
trauma_stai,neutral,none,6,I am presently worrying over possible misfortunes.,direct,1,almost never,False,False,95,"Almost never worrying, low anxiety."
trauma_stai,neutral,none,7,I feel satisfied.,reverse,2,occasionally,False,False,85,"Occasionally satisfied, not high anxiety."
trauma_stai,neutral,none,8,I feel frightened.,direct,1,almost never,False,False,95,"Almost never frightened, low anxiety."
trauma_stai,neutral,none,9,I feel comfortable.,reverse,4,almost always,False,False,95,"Almost always comfortable, low anxiety."
trauma_stai,neutral,none,10,I feel self-confident.,reverse,2,occasionally,False,False,85,"Occasionally self-confident, moderate, not high anxiety."
trauma_stai,neutral,none,11,I feel nervous.,direct,1,almost never,False,False,95,"Almost never nervous, low anxiety."
trauma_stai,neutral,none,12,I am jittery.,direct,1,almost never,False,False,95,"Almost never jittery, low anxiety."
trauma_stai,neutral,none,13,I feel indecisive.,direct,1,almost never,False,False,95,"Almost never indecisive, low anxiety."
trauma_stai,neutral,none,14,I am relaxed.,reverse,4,almost always,False,False,95,"Almost always relaxed, low anxiety."
trauma_stai,neutral,none,15,I feel content.,reverse,2,occasionally,False,False,85,"Occasionally content, not high anxiety."
trauma_stai,neutral,none,16,I am worried.,direct,1,almost never,False,False,95,"Almost never worried, low anxiety."
trauma_stai,neutral,none,17,I feel confused.,direct,2,occasionally,False,False,85,"Occasionally confused, moderate not high anxiety."
trauma_stai,neutral,none,18,I feel steady.,reverse,3,often,False,False,95,"Often steady, positive state, low anxiety."
trauma_stai,neutral,none,19,I feel pleasant.,reverse,3,often,False,False,95,"Often pleasant, low anxiety."
trauma_relaxation_stai,military,winter,0,I feel calm.,reverse,1,almost never,True,False,100,Almost never calm indicates high anxiety.
trauma_relaxation_stai,military,winter,1,I feel secure.,reverse,1,almost never,True,False,100,Almost never secure indicates elevated anxiety.
trauma_relaxation_stai,military,winter,2,I am tense.,direct,4,almost always,True,False,100,Almost always tense indicates high anxiety.
trauma_relaxation_stai,military,winter,3,I feel strained.,direct,4,almost always,True,False,100,Almost always strained indicates high anxiety.
trauma_relaxation_stai,military,winter,4,I feel at ease.,reverse,1,almost never,True,False,100,Almost never at ease indicates high anxiety.
trauma_relaxation_stai,military,winter,5,I feel upset.,direct,4,almost always,True,False,100,Almost always upset indicates high anxiety.
trauma_relaxation_stai,military,winter,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,100,Often worrying indicates elevated anxiety.
trauma_relaxation_stai,military,winter,7,I feel satisfied.,reverse,1,almost never,True,False,100,Almost never satisfied indicates high anxiety.
trauma_relaxation_stai,military,winter,8,I feel frightened.,direct,4,almost always,True,False,100,Almost always frightened indicates high anxiety.
trauma_relaxation_stai,military,winter,9,I feel comfortable.,reverse,1,almost never,True,False,100,Almost never comfortable indicates high anxiety.
trauma_relaxation_stai,military,winter,10,I feel self-confident.,reverse,1,almost never,True,False,100,Almost never self-confident indicates high anxiety.
trauma_relaxation_stai,military,winter,11,I feel nervous.,direct,4,almost always,True,False,100,Almost always nervous indicates high anxiety.
trauma_relaxation_stai,military,winter,12,I am jittery.,direct,4,almost always,True,False,100,Almost always jittery indicates high anxiety.
trauma_relaxation_stai,military,winter,13,I feel indecisive.,direct,3,often,True,False,100,Often indecisive indicates elevated anxiety.
trauma_relaxation_stai,military,winter,14,I am relaxed.,reverse,1,almost never,True,False,100,Almost never relaxed indicates high anxiety.
trauma_relaxation_stai,military,winter,15,I feel content.,reverse,1,almost never,True,False,100,Almost never content indicates high anxiety.
trauma_relaxation_stai,military,winter,16,I am worried.,direct,4,almost always,True,False,100,Almost always worried indicates high anxiety.
trauma_relaxation_stai,military,winter,17,I feel confused.,direct,4,almost always,True,False,100,Almost always confused indicates high anxiety.
trauma_relaxation_stai,military,winter,18,I feel steady.,reverse,1,almost never,True,False,100,Almost never steady indicates high anxiety.
trauma_relaxation_stai,military,winter,19,I feel pleasant.,reverse,1,almost never,True,False,100,Almost never pleasant indicates high anxiety.
trauma_relaxation_stai,military,indian,0,I feel calm.,reverse,1,almost never,True,False,95,Almost never feeling calm suggests high anxiety.
trauma_relaxation_stai,military,indian,1,I feel secure.,reverse,1,almost never,True,False,95,Almost never feeling secure indicates anxiety.
trauma_relaxation_stai,military,indian,2,I am tense.,direct,4,almost always,True,False,95,Almost always tense indicates high anxiety.
trauma_relaxation_stai,military,indian,3,I feel strained.,direct,4,almost always,True,False,95,Almost always strained indicates anxiety.
trauma_relaxation_stai,military,indian,4,I feel at ease.,reverse,1,almost never,True,False,95,Almost never at ease suggests anxiety.
trauma_relaxation_stai,military,indian,5,I feel upset.,direct,4,almost always,True,False,95,Almost always upset indicates high anxiety.
trauma_relaxation_stai,military,indian,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,95,Often worrying about misfortunes indicates anxiety.
trauma_relaxation_stai,military,indian,7,I feel satisfied.,reverse,1,almost never,True,False,95,Almost never satisfied indicates anxiety.
trauma_relaxation_stai,military,indian,8,I feel frightened.,direct,4,almost always,True,False,95,Almost always frightened indicates high anxiety.
trauma_relaxation_stai,military,indian,9,I feel comfortable.,reverse,1,almost never,True,False,95,Almost never comfortable suggests anxiety.
trauma_relaxation_stai,military,indian,10,I feel self-confident.,reverse,1,almost never,True,False,95,Almost never self-confident indicates anxiety.
trauma_relaxation_stai,military,indian,11,I feel nervous.,direct,4,almost always,True,False,95,Almost always nervous indicates high anxiety.
trauma_relaxation_stai,military,indian,12,I am jittery.,direct,4,almost always,True,False,95,Almost always jittery indicates high anxiety.
trauma_relaxation_stai,military,indian,13,I feel indecisive.,direct,3,often,True,False,90,Often indecisive indicates anxiety-related uncertainty.
trauma_relaxation_stai,military,indian,14,I am relaxed.,reverse,1,almost never,True,False,95,Almost never relaxed indicates high anxiety.
trauma_relaxation_stai,military,indian,15,I feel content.,reverse,1,almost never,True,False,95,Almost never content indicates anxiety.
trauma_relaxation_stai,military,indian,16,I am worried.,direct,4,almost always,True,False,95,Almost always worried indicates high anxiety.
trauma_relaxation_stai,military,indian,17,I feel confused.,direct,4,almost always,True,False,95,Almost always confused indicates anxiety.
trauma_relaxation_stai,military,indian,18,I feel steady.,reverse,1,almost never,True,False,95,Almost never steady indicates anxiety.
trauma_relaxation_stai,military,indian,19,I feel pleasant.,reverse,1,almost never,True,False,95,Almost never pleasant indicates anxiety.
trauma_relaxation_stai,military,body,0,I feel calm.,reverse,1,almost never,True,False,100,Almost never calm indicates high anxiety.
trauma_relaxation_stai,military,body,1,I feel secure.,reverse,1,almost never,True,False,100,Almost never secure indicates anxiety.
trauma_relaxation_stai,military,body,2,I am tense.,direct,4,almost always,True,False,100,Almost always tense indicates high anxiety.
trauma_relaxation_stai,military,body,3,I feel strained.,direct,4,almost always,True,False,100,Almost always strained indicates anxiety.
trauma_relaxation_stai,military,body,4,I feel at ease.,reverse,1,almost never,True,False,100,Almost never at ease indicates anxiety.
trauma_relaxation_stai,military,body,5,I feel upset.,direct,4,almost always,True,False,100,Almost always upset indicates anxiety.
trauma_relaxation_stai,military,body,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,100,Often worrying indicates elevated anxiety.
trauma_relaxation_stai,military,body,7,I feel satisfied.,reverse,1,almost never,True,False,100,Almost never satisfied indicates anxiety.
trauma_relaxation_stai,military,body,8,I feel frightened.,direct,4,almost always,True,False,100,Almost always frightened indicates anxiety.
trauma_relaxation_stai,military,body,9,I feel comfortable.,reverse,1,almost never,True,False,100,Almost never comfortable indicates anxiety.
trauma_relaxation_stai,military,body,10,I feel self-confident.,reverse,1,almost never,True,False,100,Almost never self-confident indicates anxiety.
trauma_relaxation_stai,military,body,11,I feel nervous.,direct,3,often,True,False,100,Often nervous indicates elevated anxiety.
trauma_relaxation_stai,military,body,12,I am jittery.,direct,4,almost always,True,False,100,Almost always jittery indicates anxiety.
trauma_relaxation_stai,military,body,13,I feel indecisive.,direct,4,almost always,True,False,100,Almost always indecisive indicates anxiety.
trauma_relaxation_stai,military,body,14,I am relaxed.,reverse,1,almost never,True,False,100,Almost never relaxed indicates anxiety.
trauma_relaxation_stai,military,body,15,I feel content.,reverse,1,almost never,True,False,100,Almost never content indicates anxiety.
trauma_relaxation_stai,military,body,16,I am worried.,direct,4,almost always,True,False,100,Almost always worried indicates anxiety.
trauma_relaxation_stai,military,body,17,I feel confused.,direct,4,almost always,True,False,100,Almost always confused indicates anxiety.
trauma_relaxation_stai,military,body,18,I feel steady.,reverse,1,almost never,True,False,100,Almost never steady indicates anxiety.
trauma_relaxation_stai,military,body,19,I feel pleasant.,reverse,1,almost never,True,False,100,Almost never pleasant indicates anxiety.
trauma_relaxation_stai,military,sunset,0,I feel calm.,reverse,1,almost never,True,False,95,Feels calm almost never indicates high anxiety
trauma_relaxation_stai,military,sunset,1,I feel secure.,reverse,1,almost never,True,False,95,Feels secure almost never indicates high anxiety
trauma_relaxation_stai,military,sunset,2,I am tense.,direct,4,almost always,True,False,95,Tense almost always indicates high anxiety
trauma_relaxation_stai,military,sunset,3,I feel strained.,direct,4,almost always,True,False,95,Strained almost always indicates high anxiety
trauma_relaxation_stai,military,sunset,4,I feel at ease.,reverse,1,almost never,True,False,95,At ease almost never indicates high anxiety
trauma_relaxation_stai,military,sunset,5,I feel upset.,direct,4,almost always,True,False,95,Upset almost always indicates high anxiety
trauma_relaxation_stai,military,sunset,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,90,Worrying often indicates moderate anxiety
trauma_relaxation_stai,military,sunset,7,I feel satisfied.,reverse,1,almost never,True,False,95,Satisfied almost never indicates high anxiety
trauma_relaxation_stai,military,sunset,8,I feel frightened.,direct,4,almost always,True,False,95,Frightened almost always indicates high anxiety
trauma_relaxation_stai,military,sunset,9,I feel comfortable.,reverse,1,almost never,True,False,95,Comfortable almost never indicates high anxiety
trauma_relaxation_stai,military,sunset,10,I feel self-confident.,reverse,1,almost never,True,False,90,Self-confident almost never indicates anxiety
trauma_relaxation_stai,military,sunset,11,I feel nervous.,direct,4,almost always,True,False,95,Nervous almost always indicates high anxiety
trauma_relaxation_stai,military,sunset,12,I am jittery.,direct,4,almost always,True,False,95,Jittery almost always indicates high anxiety
trauma_relaxation_stai,military,sunset,13,I feel indecisive.,direct,2,occasionally,False,False,70,Indecisive occasionally is not strongly anxious
trauma_relaxation_stai,military,sunset,14,I am relaxed.,reverse,1,almost never,True,False,95,Relaxed almost never indicates high anxiety
trauma_relaxation_stai,military,sunset,15,I feel content.,reverse,1,almost never,True,False,95,Content almost never indicates high anxiety
trauma_relaxation_stai,military,sunset,16,I am worried.,direct,4,almost always,True,False,95,Worried almost always indicates high anxiety
trauma_relaxation_stai,military,sunset,17,I feel confused.,direct,4,almost always,True,False,95,Confused almost always indicates high anxiety
trauma_relaxation_stai,military,sunset,18,I feel steady.,reverse,1,almost never,True,False,95,Steady almost never indicates high anxiety
trauma_relaxation_stai,military,sunset,19,I feel pleasant.,reverse,1,almost never,True,False,95,Pleasant almost never indicates high anxiety
trauma_relaxation_stai,military,vacuum,0,I feel calm.,reverse,1,almost never,True,False,100,Almost never calm indicates high anxiety.
