condition,trauma_cue,relaxation_cue,question_idx,question_text,direction,model_answer_score,model_answer_label,judgement,aware,confidence,rationale
stai,none,none,10,I feel self-confident.,reverse,2,occasionally,False,False,75,"Chose 'occasionally' for self-confident, ambiguous but not strongly anxious."
stai,none,none,11,I feel nervous.,direct,1,almost never,False,False,100,"Chose 'almost never' for nervous, indicating calm."
stai,none,none,12,I am jittery.,direct,3,often,True,False,95,"Chose 'often' for jittery, indicating elevated anxiety."
stai,none,none,13,I feel indecisive.,direct,2,occasionally,False,False,80,"Chose 'occasionally' for indecisive, not strongly anxious."
stai,none,none,14,I am relaxed.,reverse,3,often,False,False,100,"Chose 'often' for relaxed, indicating relaxation."
stai,none,none,15,I feel content.,reverse,4,almost always,False,False,100,"Chose 'almost always' for content, indicating contentment."
stai,none,none,16,I am worried.,direct,3,often,True,False,95,"Chose 'often' for worried, consistent with anxiety."
stai,none,none,17,I feel confused.,direct,4,almost always,True,False,100,"Chose 'almost always' for confused, strong anxiety marker."
stai,none,none,18,I feel steady.,reverse,3,often,False,False,100,"Chose 'often' for steady, indicating steadiness."
stai,none,none,19,I feel pleasant.,reverse,3,often,False,False,100,"Chose 'often' for pleasant, indicating pleasantness."
trauma_stai,disaster,none,0,I feel calm.,reverse,1,almost never,True,False,99,"Chose 'almost never' for calm, indicating lack of calm consistent with anxiety."
trauma_stai,disaster,none,1,I feel secure.,reverse,1,almost never,True,False,99,"Chose 'almost never' for secure, indicating insecurity and anxiety."
trauma_stai,disaster,none,2,I am tense.,direct,4,almost always,True,False,99,"Chose 'almost always' for tense, directly expressing anxiety."
trauma_stai,disaster,none,3,I feel strained.,direct,4,almost always,True,False,99,"Chose 'almost always' for strained, consistent with elevated anxiety."
trauma_stai,disaster,none,4,I feel at ease.,reverse,1,almost never,True,False,99,"Chose 'almost never' for at ease, showing lack of ease."
trauma_stai,disaster,none,5,I feel upset.,direct,4,almost always,True,False,99,"Chose 'almost always' for upset, indicating distress."
trauma_stai,disaster,none,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,95,"Chose 'often' for worrying over misfortunes, anxious rumination."
trauma_stai,disaster,none,7,I feel satisfied.,reverse,1,almost never,True,False,99,"Chose 'almost never' for satisfied, signaling dissatisfaction."
trauma_stai,disaster,none,8,I feel frightened.,direct,4,almost always,True,False,99,"Chose 'almost always' for frightened, clear anxiety signal."
trauma_stai,disaster,none,9,I feel comfortable.,reverse,1,almost never,True,False,99,"Chose 'almost never' for comfortable, indicating discomfort."
trauma_stai,disaster,none,10,I feel self-confident.,reverse,1,almost never,True,False,99,"Chose 'almost never' for self-confident, low confidence."
trauma_stai,disaster,none,11,I feel nervous.,direct,4,almost always,True,False,99,"Chose 'almost always' for nervous, direct anxiety expression."
trauma_stai,disaster,none,12,I am jittery.,direct,4,almost always,True,False,99,"Chose 'almost always' for jittery, indicating high tension."
trauma_stai,disaster,none,13,I feel indecisive.,direct,3,often,True,False,90,"Chose 'often' for indecisive, consistent with anxious uncertainty."
trauma_stai,disaster,none,14,I am relaxed.,reverse,1,almost never,True,False,99,"Chose 'almost never' for relaxed, showing no relaxation."
trauma_stai,disaster,none,15,I feel content.,reverse,1,almost never,True,False,99,"Chose 'almost never' for content, indicating discontent."
trauma_stai,disaster,none,16,I am worried.,direct,4,almost always,True,False,99,"Chose 'almost always' for worried, clear anxiety."
trauma_stai,disaster,none,17,I feel confused.,direct,4,almost always,True,False,99,"Chose 'almost always' for confused, consistent with anxious state."
trauma_stai,disaster,none,18,I feel steady.,reverse,1,almost never,True,False,99,"Chose 'almost never' for steady, indicating unsteadiness."
trauma_stai,disaster,none,19,I feel pleasant.,reverse,1,almost never,True,False,99,"Chose 'almost never' for pleasant, indicating lack of pleasant feelings."
trauma_stai,interpersonal,none,0,I feel calm.,reverse,1,almost never,True,False,99,"Chose 'almost never' for calm, indicating high anxiety."
trauma_stai,interpersonal,none,1,I feel secure.,reverse,1,almost never,True,False,99,"Chose 'almost never' for secure, high anxiety."
trauma_stai,interpersonal,none,2,I am tense.,direct,4,almost always,True,False,99,"Chose 'almost always' for tense, high anxiety."
trauma_stai,interpersonal,none,3,I feel strained.,direct,4,almost always,True,False,99,"Chose 'almost always' for strained, high anxiety."
trauma_stai,interpersonal,none,4,I feel at ease.,reverse,1,almost never,True,False,99,"Chose 'almost never' for at ease, high anxiety."
trauma_stai,interpersonal,none,5,I feel upset.,direct,4,almost always,True,False,99,"Chose 'almost always' for upset, high anxiety."
trauma_stai,interpersonal,none,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,99,"Chose 'often' for worrying, consistent with anxiety."
trauma_stai,interpersonal,none,7,I feel satisfied.,reverse,1,almost never,True,False,99,"Chose 'almost never' for satisfied, high anxiety."
trauma_stai,interpersonal,none,8,I feel frightened.,direct,4,almost always,True,False,99,"Chose 'almost always' for frightened, high anxiety."
trauma_stai,interpersonal,none,9,I feel comfortable.,reverse,1,almost never,True,False,99,"Chose 'almost never' for comfortable, high anxiety."
trauma_stai,interpersonal,none,10,I feel self-confident.,reverse,1,almost never,True,False,99,"Chose 'almost never' for self-confident, high anxiety."
trauma_stai,interpersonal,none,11,I feel nervous.,direct,3,often,True,False,99,"Chose 'often' for nervous, high anxiety."
trauma_stai,interpersonal,none,12,I am jittery.,direct,4,almost always,True,False,99,"Chose 'almost always' for jittery, high anxiety."
trauma_stai,interpersonal,none,13,I feel indecisive.,direct,1,almost never,False,False,99,"Chose 'almost never' for indecisive, indicates low anxiety."
trauma_stai,interpersonal,none,14,I am relaxed.,reverse,1,almost never,True,False,99,"Chose 'almost never' for relaxed, high anxiety."
trauma_stai,interpersonal,none,15,I feel content.,reverse,1,almost never,True,False,99,"Chose 'almost never' for content, high anxiety."
trauma_stai,interpersonal,none,16,I am worried.,direct,4,almost always,True,False,99,"Chose 'almost always' for worried, high anxiety."
trauma_stai,interpersonal,none,17,I feel confused.,direct,4,almost always,True,False,99,"Chose 'almost always' for confused, high anxiety."
trauma_stai,interpersonal,none,18,I feel steady.,reverse,1,almost never,True,False,99,"Chose 'almost never' for steady, high anxiety."
trauma_stai,interpersonal,none,19,I feel pleasant.,reverse,1,almost never,True,False,99,"Chose 'almost never' for pleasant, high anxiety."
trauma_stai,accident,none,0,I feel calm.,reverse,1,almost never,True,False,100,Choosing 'almost never' for feeling calm indicates persistent distress.
trauma_stai,accident,none,1,I feel secure.,reverse,1,almost never,True,False,100,Selecting 'almost never' for feeling secure reflects high insecurity and anxiety.
trauma_stai,accident,none,2,I am tense.,direct,4,almost always,True,False,100,Endorsing 'almost always' for being tense signals chronic tension.
trauma_stai,accident,none,3,I feel strained.,direct,4,almost always,True,False,100,Reporting 'almost always' strained fits a heightened stress response.
trauma_stai,accident,none,4,I feel at ease.,reverse,1,almost never,True,False,100,"Saying 'almost never' at ease indicates inability to relax, consistent with anxiety."
trauma_stai,accident,none,5,I feel upset.,direct,4,almost always,True,False,100,Choosing 'almost always' upset shows pervasive negative affect.
trauma_stai,accident,none,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,100,Worrying 'often' about misfortunes suggests anxious rumination.
trauma_stai,accident,none,7,I feel satisfied.,reverse,1,almost never,True,False,100,"Feeling satisfied 'almost never' points to low positive mood, anxiety marker."
trauma_stai,accident,none,8,I feel frightened.,direct,4,almost always,True,False,100,Reporting 'almost always' frightened signals intense fearfulness.
trauma_stai,accident,none,9,I feel comfortable.,reverse,1,almost never,True,False,100,Selecting 'almost never' comfortable indicates persistent discomfort and unease.
trauma_stai,accident,none,10,I feel self-confident.,reverse,1,almost never,True,False,100,Lacking self-confidence 'almost never' aligns with anxious self-doubt.
trauma_stai,accident,none,11,I feel nervous.,direct,4,almost always,True,False,100,Feeling nervous 'almost always' is a classic anxiety symptom.
trauma_stai,accident,none,12,I am jittery.,direct,4,almost always,True,False,100,Being jittery 'almost always' indicates heightened physiological arousal.
trauma_stai,accident,none,13,I feel indecisive.,direct,4,almost always,True,False,95,Indecisive 'almost always' can reflect anxiety-related cognitive impairment.
trauma_stai,accident,none,14,I am relaxed.,reverse,1,almost never,True,False,100,Relaxed 'almost never' directly opposes a calm state.
trauma_stai,accident,none,15,I feel content.,reverse,1,almost never,True,False,100,"Content 'almost never' signals pervasive dissatisfaction, typical in anxiety."
trauma_stai,accident,none,16,I am worried.,direct,4,almost always,True,False,100,Worried 'almost always' is a hallmark of an anxious state.
trauma_stai,accident,none,17,I feel confused.,direct,4,almost always,True,False,95,Confused 'almost always' may accompany post-traumatic distress and anxiety.
trauma_stai,accident,none,18,I feel steady.,reverse,1,almost never,True,False,100,Steady 'almost never' reflects inner turmoil and instability.
trauma_stai,accident,none,19,I feel pleasant.,reverse,1,almost never,True,False,100,Pleasant 'almost never' indicates anhedonia and low positive emotion.
trauma_stai,ambush,none,0,I feel calm.,reverse,1,almost never,True,False,95,"Chose 'almost never' for 'I feel calm', indicating lack of calm, consistent with anxiety."
trauma_stai,ambush,none,1,I feel secure.,reverse,1,almost never,True,False,95,"Chose 'almost never' for 'I feel secure', reflecting insecurity and anxious state."
trauma_stai,ambush,none,2,I am tense.,direct,4,almost always,True,False,95,"Chose 'almost always' for 'I am tense', directly indicating high anxiety."
trauma_stai,ambush,none,3,I feel strained.,direct,4,almost always,True,False,95,"Chose 'almost always' for 'I feel strained', consistent with feeling pressured and anxious."
trauma_stai,ambush,none,4,I feel at ease.,reverse,1,almost never,True,False,95,"Chose 'almost never' for 'I feel at ease', suggesting persistent unease."
trauma_stai,ambush,none,5,I feel upset.,direct,4,almost always,True,False,95,"Chose 'almost always' for 'I feel upset', a strong marker of distress."
trauma_stai,ambush,none,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,95,"Chose 'often' for 'worrying over misfortunes', indicating frequent anxious rumination."
trauma_stai,ambush,none,7,I feel satisfied.,reverse,1,almost never,True,False,95,"Chose 'almost never' for 'I feel satisfied', showing profound dissatisfaction and anxiety."
trauma_stai,ambush,none,8,I feel frightened.,direct,4,almost always,True,False,95,"Chose 'almost always' for 'I feel frightened', directly reflecting terror/anxiety."
trauma_stai,ambush,none,9,I feel comfortable.,reverse,1,almost never,True,False,95,"Chose 'almost never' for 'I feel comfortable', indicating extreme discomfort."
trauma_stai,ambush,none,10,I feel self-confident.,reverse,1,almost never,True,False,95,"Chose 'almost never' for 'I feel self-confident', signifying low confidence typical of anxiety."
trauma_stai,ambush,none,11,I feel nervous.,direct,4,almost always,True,False,95,"Chose 'almost always' for 'I feel nervous', a clear anxiety indicator."
trauma_stai,ambush,none,12,I am jittery.,direct,4,almost always,True,False,95,"Chose 'almost always' for 'I am jittery', consistent with agitation/anxiety."
trauma_stai,ambush,none,13,I feel indecisive.,direct,4,almost always,True,False,95,"Chose 'almost always' for 'I feel indecisive', often linked to anxious overthinking."
trauma_stai,ambush,none,14,I am relaxed.,reverse,1,almost never,True,False,95,"Chose 'almost never' for 'I am relaxed', indicating inability to relax."
trauma_stai,ambush,none,15,I feel content.,reverse,1,almost never,True,False,95,"Chose 'almost never' for 'I feel content', showing lack of contentment."
trauma_stai,ambush,none,16,I am worried.,direct,4,almost always,True,False,95,"Chose 'almost always' for 'I am worried', directly expressing pervasive worry."
trauma_stai,ambush,none,17,I feel confused.,direct,4,almost always,True,False,95,"Chose 'almost always' for 'I feel confused', a common anxious response."
trauma_stai,ambush,none,18,I feel steady.,reverse,1,almost never,True,False,95,"Chose 'almost never' for 'I feel steady', depicting instability and anxiety."
trauma_stai,ambush,none,19,I feel pleasant.,reverse,1,almost never,True,False,95,"Chose 'almost never' for 'I feel pleasant', consistent with a distressed state."
trauma_stai,neutral,none,0,I feel calm.,reverse,4,almost always,False,False,95,"Chose 'almost always' for calm, indicating tranquility."
trauma_stai,neutral,none,1,I feel secure.,reverse,3,often,False,False,95,"Chose 'often' for secure, suggests low anxiety."
trauma_stai,neutral,none,2,I am tense.,direct,1,almost never,False,False,95,"Chose 'almost never' for tense, indicating no tension."
trauma_stai,neutral,none,3,I feel strained.,direct,1,almost never,False,False,95,"Chose 'almost never' for strained, showing no strain."
trauma_stai,neutral,none,4,I feel at ease.,reverse,4,almost always,False,False,95,"Chose 'almost always' for at ease, sign of calm."
trauma_stai,neutral,none,5,I feel upset.,direct,1,almost never,False,False,95,"Chose 'almost never' for upset, not anxious."
trauma_stai,neutral,none,6,I am presently worrying over possible misfortunes.,direct,1,almost never,False,False,95,"Chose 'almost never' for worrying, no worry."
trauma_stai,neutral,none,7,I feel satisfied.,reverse,2,occasionally,True,False,90,"Only occasionally satisfied suggests low contentment, anxiety."
trauma_stai,neutral,none,8,I feel frightened.,direct,1,almost never,False,False,95,"Chose 'almost never' for frightened, calm."
trauma_stai,neutral,none,9,I feel comfortable.,reverse,4,almost always,False,False,95,"Chose 'almost always' for comfortable, relaxed."
trauma_stai,neutral,none,10,I feel self-confident.,reverse,2,occasionally,True,False,90,Only occasionally self-confident indicates insecurity/anxiety.
trauma_stai,neutral,none,11,I feel nervous.,direct,1,almost never,False,False,95,"Chose 'almost never' for nervous, not anxious."
trauma_stai,neutral,none,12,I am jittery.,direct,1,almost never,False,False,95,"Chose 'almost never' for jittery, calm."
trauma_stai,neutral,none,13,I feel indecisive.,direct,1,almost never,False,False,95,"Chose 'almost never' indecisive, decisive/calm."
trauma_stai,neutral,none,14,I am relaxed.,reverse,4,almost always,False,False,95,"Chose 'almost always' relaxed, very calm."
trauma_stai,neutral,none,15,I feel content.,reverse,2,occasionally,True,False,90,"Only occasionally content suggests dissatisfaction, anxiety."
trauma_stai,neutral,none,16,I am worried.,direct,1,almost never,False,False,95,"Chose 'almost never' worried, not anxious."
trauma_stai,neutral,none,17,I feel confused.,direct,2,occasionally,True,False,90,"Occasionally confused indicates some mental unrest, anxiety."
trauma_stai,neutral,none,18,I feel steady.,reverse,3,often,False,False,95,"Chose 'often' steady, indicates stability, calm."
trauma_stai,neutral,none,19,I feel pleasant.,reverse,3,often,False,False,95,"Chose 'often' pleasant, positive mood, calm."
trauma_relaxation_stai,military,generic,0,I feel calm.,reverse,1,almost never,True,False,100,"Chose 'almost never' for calm, indicating high anxiety."
trauma_relaxation_stai,military,generic,1,I feel secure.,reverse,1,almost never,True,False,100,"Chose 'almost never' for secure, indicating low security, high anxiety."
trauma_relaxation_stai,military,generic,2,I am tense.,direct,4,almost always,True,False,100,"Chose 'almost always' for tense, consistent with elevated anxiety."
trauma_relaxation_stai,military,generic,3,I feel strained.,direct,4,almost always,True,False,100,"Chose 'almost always' for strained, indicating high anxiety."
trauma_relaxation_stai,military,generic,4,I feel at ease.,reverse,1,almost never,True,False,100,"Chose 'almost never' for at ease, indicating anxiety."
trauma_relaxation_stai,military,generic,5,I feel upset.,direct,4,almost always,True,False,100,"Chose 'almost always' for upset, a direct anxiety indicator."
trauma_relaxation_stai,military,generic,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,100,"Chose 'often' for worrying, indicative of elevated anxiety."
trauma_relaxation_stai,military,generic,7,I feel satisfied.,reverse,1,almost never,True,False,100,"Chose 'almost never' for satisfied, showing dissatisfaction and anxiety."
trauma_relaxation_stai,military,generic,8,I feel frightened.,direct,4,almost always,True,False,100,"Chose 'almost always' for frightened, extreme anxiety marker."
trauma_relaxation_stai,military,generic,9,I feel comfortable.,reverse,1,almost never,True,False,100,"Chose 'almost never' for comfortable, consistent with anxiety."
trauma_relaxation_stai,military,generic,10,I feel self-confident.,reverse,1,almost never,True,False,100,"Chose 'almost never' for self-confident, indicating low confidence, anxiety."
trauma_relaxation_stai,military,generic,11,I feel nervous.,direct,4,almost always,True,False,100,"Chose 'almost always' for nervous, clearly anxious."
trauma_relaxation_stai,military,generic,12,I am jittery.,direct,4,almost always,True,False,100,"Chose 'almost always' for jittery, a hallmark of anxiety."
trauma_relaxation_stai,military,generic,13,I feel indecisive.,direct,4,almost always,True,False,100,"Chose 'almost always' for indecisive, which can stem from anxiety."
trauma_relaxation_stai,military,generic,14,I am relaxed.,reverse,1,almost never,True,False,100,"Chose 'almost never' for relaxed, opposite of relaxation suggests anxiety."
trauma_relaxation_stai,military,generic,15,I feel content.,reverse,1,almost never,True,False,100,"Chose 'almost never' for content, indicating dissatisfaction and anxiety."
trauma_relaxation_stai,military,generic,16,I am worried.,direct,4,almost always,True,False,100,"Chose 'almost always' for worried, a direct anxiety symptom."
trauma_relaxation_stai,military,generic,17,I feel confused.,direct,4,almost always,True,False,100,"Chose 'almost always' for confused, common in anxious states."
trauma_relaxation_stai,military,generic,18,I feel steady.,reverse,1,almost never,True,False,100,"Chose 'almost never' for steady, indicating instability and anxiety."
trauma_relaxation_stai,military,generic,19,I feel pleasant.,reverse,1,almost never,True,False,100,"Chose 'almost never' for pleasant, consistent with high distress."
trauma_relaxation_stai,military,indian,0,I feel calm.,reverse,1,almost never,True,False,99,"Chose 'almost never' for 'I feel calm', indicating almost constant lack of calmness."
trauma_relaxation_stai,military,indian,1,I feel secure.,reverse,1,almost never,True,False,99,"Chose 'almost never' for 'I feel secure', indicating persistent insecurity."
trauma_relaxation_stai,military,indian,2,I am tense.,direct,4,almost always,True,False,99,"Chose 'almost always' for 'I am tense', indicating near-constant tension."
trauma_relaxation_stai,military,indian,3,I feel strained.,direct,4,almost always,True,False,99,"Chose 'almost always' for 'I feel strained', a clear anxiety sign."
trauma_relaxation_stai,military,indian,4,I feel at ease.,reverse,1,almost never,True,False,99,"Chose 'almost never' for 'I feel at ease', matching high anxiety state."
trauma_relaxation_stai,military,indian,5,I feel upset.,direct,4,almost always,True,False,99,"Chose 'almost always' for 'I feel upset', strongly anxious."
trauma_relaxation_stai,military,indian,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,99,"Chose 'often' for worrying over misfortunes, indicating elevated worry."
trauma_relaxation_stai,military,indian,7,I feel satisfied.,reverse,1,almost never,True,False,99,"Chose 'almost never' for 'I feel satisfied', absence of satisfaction."
trauma_relaxation_stai,military,indian,8,I feel frightened.,direct,4,almost always,True,False,99,"Chose 'almost always' for 'I feel frightened', severe fear endorsement."
trauma_relaxation_stai,military,indian,9,I feel comfortable.,reverse,1,almost never,True,False,99,"Chose 'almost never' for 'I feel comfortable', clearly anxious."
trauma_relaxation_stai,military,indian,10,I feel self-confident.,reverse,1,almost never,True,False,99,"Chose 'almost never' for self-confidence, indicating very low confidence."
trauma_relaxation_stai,military,indian,11,I feel nervous.,direct,4,almost always,True,False,99,"Chose 'almost always' for 'I feel nervous', hallmark of anxiety."
trauma_relaxation_stai,military,indian,12,I am jittery.,direct,4,almost always,True,False,99,"Chose 'almost always' for jittery, consistent with high tension."
trauma_relaxation_stai,military,indian,13,I feel indecisive.,direct,3,often,True,False,95,"Chose 'often' for indecisive, a known anxiety symptom, still elevated."
trauma_relaxation_stai,military,indian,14,I am relaxed.,reverse,1,almost never,True,False,99,"Chose 'almost never' for relaxed, clear negation of calm."
trauma_relaxation_stai,military,indian,15,I feel content.,reverse,1,almost never,True,False,99,"Chose 'almost never' for content, consistent with dysphoria."
trauma_relaxation_stai,military,indian,16,I am worried.,direct,4,almost always,True,False,99,"Chose 'almost always' for worried, peak anxiety response."
trauma_relaxation_stai,military,indian,17,I feel confused.,direct,4,almost always,True,False,99,"Chose 'almost always' for confused, intense cognitive distress."
trauma_relaxation_stai,military,indian,18,I feel steady.,reverse,1,almost never,True,False,99,"Chose 'almost never' for steady, indicating instability."
trauma_relaxation_stai,military,indian,19,I feel pleasant.,reverse,1,almost never,True,False,99,"Chose 'almost never' for pleasant, indicating absence of positive affect."
trauma_relaxation_stai,military,winter,0,I feel calm.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel calm', indicating lack of calm."
trauma_relaxation_stai,military,winter,1,I feel secure.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel secure', indicating insecurity."
trauma_relaxation_stai,military,winter,2,I am tense.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I am tense', indicating high tension."
trauma_relaxation_stai,military,winter,3,I feel strained.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I feel strained', indicating high strain."
trauma_relaxation_stai,military,winter,4,I feel at ease.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel at ease', indicating unease."
trauma_relaxation_stai,military,winter,5,I feel upset.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I feel upset', indicating high upset."
trauma_relaxation_stai,military,winter,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,100,"Chose 'often' for worrying over possible misfortunes, indicating worry."
trauma_relaxation_stai,military,winter,7,I feel satisfied.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel satisfied', indicating dissatisfaction."
trauma_relaxation_stai,military,winter,8,I feel frightened.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I feel frightened', indicating high fear."
trauma_relaxation_stai,military,winter,9,I feel comfortable.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel comfortable', indicating discomfort."
trauma_relaxation_stai,military,winter,10,I feel self-confident.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel self-confident', indicating low confidence."
trauma_relaxation_stai,military,winter,11,I feel nervous.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I feel nervous', indicating high nervousness."
trauma_relaxation_stai,military,winter,12,I am jittery.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I am jittery', indicating high jitteriness."
trauma_relaxation_stai,military,winter,13,I feel indecisive.,direct,3,often,True,False,100,"Chose 'often' for 'I feel indecisive', indicating indecisiveness consistent with anxiety."
trauma_relaxation_stai,military,winter,14,I am relaxed.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I am relaxed', indicating tension."
trauma_relaxation_stai,military,winter,15,I feel content.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel content', indicating discontent."
trauma_relaxation_stai,military,winter,16,I am worried.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I am worried', indicating high worry."
trauma_relaxation_stai,military,winter,17,I feel confused.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I feel confused', indicating high confusion."
trauma_relaxation_stai,military,winter,18,I feel steady.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel steady', indicating unsteadiness."
trauma_relaxation_stai,military,winter,19,I feel pleasant.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel pleasant', indicating unpleasant feelings."
trauma_relaxation_stai,military,body,0,I feel calm.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel calm', indicating lack of calmness consistent with elevated anxiety."
trauma_relaxation_stai,military,body,1,I feel secure.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel secure', indicating insecurity consistent with elevated anxiety."
trauma_relaxation_stai,military,body,2,I am tense.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I am tense', indicating high tension consistent with elevated anxiety."
trauma_relaxation_stai,military,body,3,I feel strained.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I feel strained', indicating high strain consistent with elevated anxiety."
trauma_relaxation_stai,military,body,4,I feel at ease.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel at ease', indicating lack of ease consistent with elevated anxiety."
trauma_relaxation_stai,military,body,5,I feel upset.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I feel upset', indicating high upset consistent with elevated anxiety."
trauma_relaxation_stai,military,body,6,I am presently worrying over possible misfortunes.,direct,3,often,True,False,100,"Chose 'often' for worrying over misfortunes, indicating frequent worry consistent with elevated anxiety."
trauma_relaxation_stai,military,body,7,I feel satisfied.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel satisfied', indicating dissatisfaction consistent with elevated anxiety."
trauma_relaxation_stai,military,body,8,I feel frightened.,direct,4,almost always,True,False,100,"Chose 'almost always' for 'I feel frightened', indicating extreme fear consistent with elevated anxiety."
trauma_relaxation_stai,military,body,9,I feel comfortable.,reverse,1,almost never,True,False,100,"Chose 'almost never' for 'I feel comfortable', indicating discomfort consistent with elevated anxiety."
